Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate
Post_880,tiktok,tech,post,india,2783900,290747,64651,21853,low,377251,13.551169223032437
Post_881,instagram,tech,tweet,canada,911320,397818,13388,26310,high,437516,48.00904182943423
Post_882,twitter,gaming,tweet,uk,3481822,80175,68325,41815,low,190315,5.46596006343805
Post_883,youtube,fitness,live stream,australia,1416870,368333,28809,5632,high,402774,28.427025768066233
Post_884,youtube,challenge,shorts,germany,3458941,367246,48482,38137,low,453865,13.121501638796381
Post_885,twitter,fashion,video,canada,3331697,221708,84660,10308,medium,316676,9.50494597798059
Post_886,twitter,music,post,brazil,754022,23357,98150,37681,high,159188,21.111850847853244
Post_887,twitter,dance,video,australia,1835167,298712,16195,50,high,314957,17.162307299553664
Post_888,tiktok,tech,tweet,india,4069490,363061,74985,765,medium,438811,10.782948231842319
Post_889,tiktok,music,tweet,brazil,1963015,417328,41576,3075,low,461979,23.53415536814543
Post_890,twitter,tech,video,brazil,4387952,260744,7764,10999,high,279507,6.369873690505274
Post_891,twitter,comedy,reel,uk,2582163,336015,60643,48347,low,445005,17.233807470713504
Post_892,youtube,fashion,shorts,japan,4638671,371452,16316,46310,medium,434078,9.357809596757347
Post_893,instagram,tech,tweet,usa,410444,256366,76964,9098,medium,342428,83.42867723733323
Post_894,twitter,tech,live stream,germany,2034778,167327,83115,26341,low,276783,13.602614142673058
Post_895,tiktok,challenge,tweet,uk,713539,395521,52325,40633,medium,488479,68.45862664829812
Post_896,tiktok,tech,shorts,india,2434680,120094,59075,15931,low,195100,8.013373420737016
Post_897,twitter,fashion,video,australia,3587110,51649,89478,30231,low,171358,4.777048933542601
Post_898,tiktok,dance,shorts,germany,2460537,203160,15349,30968,low,249477,10.139128165924756
Post_899,twitter,music,post,germany,1190594,304893,33293,44281,medium,382467,32.12404900411055
Post_900,youtube,comedy,shorts,canada,2723499,249264,38529,23572,low,311365,11.432535866545205
Post_901,twitter,challenge,live stream,japan,4216678,452894,83096,6059,high,542049,12.854882445375246
Post_902,twitter,music,shorts,uk,2109525,73395,89584,19033,high,182012,8.628103483011579
Post_903,tiktok,fashion,live stream,australia,2118691,51266,15265,39734,high,106265,5.015596894497594
Post_904,tiktok,fitness,video,australia,579923,487181,219,39465,high,526865,90.8508543375586
Post_905,instagram,education,live stream,brazil,132001,419371,71316,39401,medium,530088,401.5787759183643
Post_906,twitter,gaming,shorts,japan,281552,246077,83676,26090,high,355843,126.38624481445702
Post_907,instagram,fitness,live stream,usa,2309871,288470,79217,46717,high,414404,17.9405689754969
Post_908,tiktok,music,tweet,germany,2669756,229127,77357,49206,low,355690,13.322940373577211
Post_909,instagram,education,video,canada,3373468,255416,34814,25166,medium,315396,9.349310561119891
Post_910,twitter,fashion,reel,uk,160165,473595,15369,33197,low,522161,326.01442262666626
Post_911,tiktok,challenge,post,uk,3724099,90120,50063,34585,low,174768,4.692893502562633
Post_912,tiktok,education,video,canada,4757293,394313,78165,31965,medium,504443,10.603572241608832
Post_913,twitter,music,video,canada,4645686,446777,15642,26412,low,488831,10.522256562324703
Post_914,twitter,fitness,shorts,brazil,4741739,170278,66069,18352,high,254699,5.371425968405262
Post_915,twitter,viral,live stream,germany,2107265,257928,88494,37544,medium,383966,18.22105905047538
Post_916,tiktok,comedy,live stream,japan,421767,153271,92874,4701,low,250846,59.47501819725108
Post_917,instagram,comedy,reel,canada,454350,156235,70705,24595,low,251535,55.36150544734235
Post_918,twitter,fashion,reel,canada,3268300,382429,74538,8612,medium,465579,14.245295719487194
Post_919,twitter,viral,tweet,canada,6651,22479,24947,11283,medium,58709,882.7093670124792
Post_920,tiktok,fitness,post,india,1265641,256012,70345,37884,high,364241,28.779171976887604
Post_921,instagram,viral,tweet,germany,2888239,421574,35987,16821,medium,474382,16.424610290214904
Post_922,instagram,dance,tweet,canada,850931,6573,15362,16594,medium,38529,4.527864186402892
Post_923,twitter,gaming,shorts,canada,2118152,13010,53774,35179,medium,101963,4.813771627343081
Post_924,instagram,dance,video,india,247234,296015,55319,39566,low,390900,158.10932153344606
Post_925,twitter,fashion,shorts,canada,3222456,303054,58013,21680,low,382747,11.8774934397863
Post_926,twitter,viral,post,uk,2012133,192947,29491,34692,high,257130,12.778976340033187
Post_927,twitter,music,post,usa,4949423,17417,78926,33128,low,129471,2.6158806794246523
Post_928,tiktok,tech,reel,brazil,1342285,474723,90043,13175,low,577941,43.056504393627286
Post_929,instagram,fitness,tweet,usa,1115324,415045,34081,31910,low,481036,43.12970939386223
Post_930,twitter,dance,video,australia,4587929,426359,52404,29047,low,507810,11.068392732319964
Post_931,instagram,education,reel,japan,4008179,455643,63634,37656,low,556933,13.89491337587468
Post_932,twitter,tech,reel,canada,759694,365351,5889,32197,high,403437,53.105197619041355
Post_933,tiktok,challenge,live stream,germany,1360958,488748,52814,21553,low,563115,41.37636870498576
Post_934,twitter,viral,video,australia,2889543,52902,63885,24634,low,141421,4.894234140139115
Post_935,instagram,tech,reel,australia,1420653,40254,15175,14173,medium,69602,4.899296309514005
Post_936,tiktok,education,tweet,usa,3939062,464055,50908,46604,high,561567,14.256363570819651
Post_937,youtube,tech,video,japan,4389372,241611,14910,38606,high,295127,6.723672543589379
Post_938,tiktok,gaming,reel,japan,872093,237702,32141,143,high,269986,30.95839549222388
Post_939,youtube,music,post,uk,2478006,469276,57073,16266,low,542615,21.89724318665895
Post_940,tiktok,challenge,live stream,japan,4816608,10450,96249,3214,low,109913,2.281958589945455
Post_941,instagram,viral,live stream,uk,2989338,479456,99198,24250,medium,602904,20.168478773561237
Post_942,youtube,fitness,tweet,usa,2450619,393130,29439,16494,low,439063,17.91641213913709
Post_943,twitter,challenge,shorts,uk,3495620,264370,42528,26970,high,333868,9.55103815632134
Post_944,tiktok,viral,live stream,uk,1782713,79936,65474,33082,low,178492,10.012380007325913
Post_945,twitter,viral,post,uk,40315,245660,20515,23450,low,289625,718.4050601513085
Post_946,instagram,comedy,video,japan,3808187,142833,22552,23672,high,189057,4.964488351018477
Post_947,twitter,challenge,shorts,brazil,2347697,385302,85841,40121,medium,511264,21.77725660509001
Post_948,youtube,tech,shorts,brazil,4288053,39463,99816,7492,high,146771,3.42278885079079
Post_949,twitter,fitness,video,germany,1198783,102757,64448,45215,low,212420,17.719637332194402
Post_950,tiktok,gaming,reel,brazil,1498964,362284,38536,9519,medium,410339,27.374840222980673
Post_951,tiktok,fitness,reel,brazil,3207539,370923,31855,28893,low,431671,13.458012513643638
Post_952,twitter,tech,reel,uk,1556088,310527,69553,15425,medium,395505,25.416621682064257
Post_953,instagram,viral,live stream,japan,507910,439117,23000,36313,high,498430,98.13352759347129
Post_954,tiktok,dance,tweet,uk,3445560,270449,55139,38067,low,363655,10.554307572644214
Post_955,youtube,education,video,germany,2851176,364420,46475,5976,low,416871,14.62101953720149
Post_956,youtube,dance,live stream,uk,3085394,447385,34168,6255,medium,487808,15.810233636287618
Post_957,youtube,challenge,video,canada,598295,441991,68122,23592,medium,533705,89.20432228248606
Post_958,youtube,tech,video,japan,323613,80041,23225,35210,high,138476,42.79061718781384
Post_959,tiktok,music,post,australia,4081534,350009,87267,5450,low,442726,10.847049173178517
Post_960,twitter,fashion,live stream,usa,2272154,318845,42786,25436,low,387067,17.035244970191282
Post_961,tiktok,comedy,tweet,uk,1371750,3936,66622,2780,high,73338,5.346309458720612
Post_962,twitter,viral,shorts,canada,3766760,286848,62825,37504,medium,387177,10.278780702779047
Post_963,tiktok,education,post,canada,1499664,207319,88398,30665,low,326382,21.763675063214162
Post_964,tiktok,fashion,live stream,uk,1518152,92660,60723,46917,low,200300,13.193672306857284
Post_965,tiktok,fitness,video,uk,3175553,292632,83336,2755,high,378723,11.926206238724404
Post_966,twitter,education,post,canada,3768650,216605,32767,23675,low,273047,7.245220437026521
Post_967,instagram,fitness,reel,uk,1803252,274745,62197,45341,medium,382283,21.19964375472757
Post_968,youtube,viral,post,japan,1489456,446331,87557,47811,low,581699,39.05446015189438
Post_969,instagram,music,live stream,canada,3154913,367384,25852,41170,high,434406,13.769191099722878
Post_970,twitter,comedy,tweet,uk,1554285,452975,22542,29937,high,505454,32.5200333272212
Post_971,instagram,music,live stream,germany,1907181,338676,59140,30282,low,428098,22.446637209577904
Post_972,instagram,dance,reel,australia,483039,282741,24926,37989,low,345656,71.55861120944685
Post_973,youtube,fitness,reel,japan,4822353,247730,44555,34043,low,326328,6.7669869874727135
Post_974,twitter,fitness,live stream,japan,4029198,466975,67045,10147,medium,544167,13.505590938941198
Post_975,youtube,fitness,reel,germany,69120,45620,52454,12605,medium,110679,160.12586805555554
Post_976,instagram,fitness,shorts,japan,2533284,189339,96463,9657,low,295459,11.663082386341207
Post_977,instagram,viral,post,canada,1444784,440354,41263,32270,low,513887,35.56843099037641
Post_978,youtube,education,shorts,brazil,1174310,237235,78681,17776,high,333692,28.416005995009836
Post_979,twitter,music,video,india,1803388,484300,31088,15886,medium,531274,29.459772383979487
Post_980,tiktok,tech,shorts,japan,1517604,160995,69788,23037,high,253820,16.725048168033293
Post_981,tiktok,fitness,tweet,brazil,2746993,39549,53941,13070,low,106560,3.8791507659466187
Post_982,tiktok,viral,post,germany,4312799,395984,12729,37191,medium,445904,10.339086055250894
Post_983,tiktok,fitness,shorts,canada,3269647,395557,90552,37531,medium,523640,16.015184513802254
Post_984,twitter,comedy,reel,uk,3327043,459898,8577,4560,medium,473035,14.217880562409322
Post_985,tiktok,tech,shorts,germany,3590490,177470,69628,13394,high,260492,7.255054324061619
Post_986,instagram,comedy,video,india,2109687,81944,74586,22335,high,178865,8.47827189530959
Post_987,twitter,tech,post,brazil,4842053,171073,74732,42889,medium,288694,5.962223048777037
Post_988,instagram,dance,live stream,australia,2352184,486228,59382,26190,medium,571800,24.309322740057752
Post_989,twitter,comedy,video,brazil,4485225,201005,32520,47972,medium,281497,6.276095402125868
Post_990,twitter,fashion,live stream,japan,2061327,471049,25198,1014,low,497261,24.12334384597883
Post_991,twitter,education,shorts,germany,1618201,485204,92660,8526,medium,586390,36.23715471687386
Post_992,youtube,fitness,live stream,australia,1740011,394641,25434,40742,medium,460817,26.483568207327423
Post_993,twitter,music,post,germany,3104601,401463,50057,4663,low,456183,14.693772243196468
Post_994,youtube,dance,shorts,germany,2924425,56074,82482,19622,medium,158178,5.408858151602452
Post_995,tiktok,gaming,reel,germany,683790,215503,17809,14778,high,248090,36.281606926103045
Post_996,instagram,tech,tweet,germany,2707572,230179,53270,6352,high,289801,10.703353410361755
Post_997,youtube,tech,post,japan,3249574,165175,61456,274,low,226905,6.982607566407166
Post_998,instagram,tech,reel,brazil,4190005,84964,50369,19038,high,154371,3.6842676798715037
Post_999,twitter,dance,live stream,brazil,4903151,221692,89008,32540,medium,343240,7.000396275782656
Post_1000,tiktok,challenge,video,uk,203606,488156,57433,8556,low,554145,272.1653585847176
Post_1001,twitter,challenge,post,brazil,495987,106797,25673,14776,medium,147246,29.687471647442372
Post_1002,instagram,comedy,shorts,uk,3415328,118469,14421,17676,low,150566,4.408537042415838
Post_1003,instagram,fitness,video,japan,3458904,231857,64606,40429,medium,336892,9.73984822938133
Post_1004,youtube,viral,post,uk,1776694,409291,47848,32217,low,489356,27.543065941574636
Post_1005,twitter,challenge,live stream,uk,1249604,30553,87308,16040,medium,133901,10.71547466237304
Post_1006,instagram,education,tweet,brazil,2362909,209360,42036,10082,high,261478,11.065936098258543
Post_1007,instagram,challenge,video,canada,2980875,23957,13444,22622,high,60023,2.013603388266868
Post_1008,twitter,fitness,post,germany,4003396,356630,52250,48835,high,457715,11.4331682401641
Post_1009,twitter,comedy,live stream,uk,4582322,164949,4598,34876,high,204423,4.461122548786401
Post_1010,instagram,music,live stream,usa,3284675,375788,31851,4538,high,412177,12.548486532153106
Post_1011,instagram,challenge,reel,usa,1558041,407000,95826,14793,medium,517619,33.22242482707451
Post_1012,youtube,fitness,shorts,brazil,2188290,74779,95888,30392,medium,201059,9.187950408766662
Post_1013,tiktok,comedy,tweet,uk,1893329,477886,83144,22309,low,583339,30.81022896707334
Post_1014,youtube,challenge,reel,usa,1259550,444463,95640,40419,low,580522,46.08963518717002
Post_1015,instagram,dance,live stream,australia,251154,309987,21850,21949,low,353786,140.86417098672527
Post_1016,youtube,fitness,reel,australia,3000680,425076,88638,29249,high,542963,18.094665209219244
Post_1017,youtube,gaming,post,canada,4172105,113356,15475,39721,high,168552,4.039975024597895
Post_1018,tiktok,dance,shorts,india,1373399,241489,20322,23441,medium,285252,20.769783580736554
Post_1019,twitter,comedy,tweet,uk,106972,206432,65280,9800,high,281512,263.1641924989717
Post_1020,youtube,comedy,video,canada,3312960,366286,22239,43842,medium,432367,13.050776345020768
Post_1021,tiktok,dance,reel,usa,1529954,243198,84121,45333,high,372652,24.35707217341175
Post_1022,youtube,tech,post,brazil,102258,164931,73156,20281,high,258368,252.6628723425062
Post_1023,instagram,gaming,tweet,australia,235741,197273,83423,15114,high,295810,125.48093034304597
Post_1024,twitter,fashion,live stream,germany,3379946,52964,78464,19620,medium,151048,4.468947137025267
Post_1025,youtube,challenge,shorts,canada,2234585,38539,86095,38190,high,162824,7.286543138882612
Post_1026,twitter,dance,live stream,usa,2688261,401420,13288,32169,high,446877,16.623274302606777
Post_1027,tiktok,gaming,video,brazil,2260892,110179,66087,49262,high,225528,9.975177938618916
Post_1028,tiktok,music,live stream,germany,1130376,138976,12325,30626,high,181927,16.094379215411507
Post_1029,instagram,tech,live stream,usa,4650686,35344,74563,32695,high,142602,3.0662573220380818
Post_1030,instagram,comedy,shorts,germany,473893,391296,16786,34510,low,442592,93.39492248250131
Post_1031,instagram,comedy,live stream,india,2350338,117930,10242,49338,medium,177510,7.55253074238684
Post_1032,twitter,fashion,shorts,canada,4539318,227085,49466,43222,high,319773,7.04451637889216
Post_1033,youtube,challenge,tweet,japan,1190886,286183,15049,26925,high,328157,27.555702225066042
Post_1034,instagram,education,tweet,australia,11338,379782,86100,44273,medium,510155,4499.514905627095
Post_1035,instagram,gaming,shorts,brazil,1878293,135556,66131,1905,high,203592,10.839203468255485
Post_1036,instagram,challenge,reel,india,1939855,270361,16051,48568,medium,334980,17.268300981258907
Post_1037,twitter,gaming,tweet,india,3725275,304621,39355,21276,medium,365252,9.804698981954353
Post_1038,youtube,comedy,tweet,usa,3464426,174304,3700,7670,high,185674,5.359444825780663
Post_1039,tiktok,music,reel,india,2404354,337049,40767,13246,high,391062,16.26474304532527
Post_1040,youtube,tech,post,usa,3462645,247106,97876,38689,low,383671,11.08028689051289
Post_1041,tiktok,viral,post,australia,3106476,152334,49965,44652,high,246951,7.949554414713006
Post_1042,instagram,comedy,video,uk,4796296,473059,1016,10919,medium,484994,10.111844640113956
Post_1043,twitter,tech,shorts,usa,2876540,10981,63070,9201,low,83252,2.8941714698909102
Post_1044,instagram,viral,video,japan,4298093,313918,75168,21454,high,410540,9.551677918555972
Post_1045,instagram,comedy,tweet,japan,2685008,312885,79634,27209,medium,419728,15.63228117011197
Post_1046,tiktok,fitness,video,uk,794730,194026,93504,47841,high,335371,42.19936330577681
Post_1047,twitter,gaming,live stream,australia,1477708,265660,97515,21963,medium,385138,26.063200578192713
Post_1048,tiktok,challenge,video,usa,2418004,471089,47327,24701,medium,543117,22.461377235107964
Post_1049,instagram,fashion,tweet,india,454490,367108,6386,33172,low,406666,89.47743624722216
Post_1050,tiktok,challenge,reel,japan,1061491,404574,82042,29450,medium,516066,48.617086720471484
Post_1051,twitter,gaming,shorts,india,655507,247570,68972,23701,medium,340243,51.90531908888845
Post_1052,tiktok,challenge,shorts,germany,2631238,442816,29304,44101,low,516221,19.618939829844354
Post_1053,instagram,dance,shorts,canada,2414079,453772,12971,44775,medium,511518,21.18895032018422
Post_1054,youtube,fitness,live stream,japan,3213925,436365,48616,46800,low,531781,16.546154624018918
Post_1055,twitter,fitness,live stream,australia,1658817,280297,70901,36696,medium,387894,23.383772893574157
Post_1056,tiktok,fitness,post,brazil,2878436,149765,9840,42118,high,201723,7.008076608269214
Post_1057,tiktok,challenge,live stream,brazil,3730939,8927,36583,33397,medium,78907,2.114936749166899
Post_1058,tiktok,education,video,usa,1951149,367712,57910,28894,low,454516,23.29478681535854
Post_1059,instagram,tech,live stream,india,4031260,489680,10003,38423,high,538106,13.348332779329539
Post_1060,tiktok,dance,tweet,uk,800596,434086,82037,27401,high,543524,67.88992200810397
Post_1061,twitter,music,live stream,japan,3059352,45964,49018,20424,medium,115406,3.7722367350994586
Post_1062,youtube,tech,tweet,usa,489829,338839,69684,45590,high,454113,92.70847581502932
Post_1063,youtube,gaming,video,brazil,1775441,300600,92494,29780,low,422874,23.817969732590385
Post_1064,twitter,fitness,shorts,uk,3386425,804,77479,48511,low,126794,3.7441845013546735
Post_1065,instagram,gaming,reel,india,3147828,488798,11213,28108,low,528119,16.777250853604453
Post_1066,tiktok,challenge,shorts,australia,1370433,360983,28865,7949,medium,397797,29.027103112665852
Post_1067,twitter,viral,tweet,usa,4329212,314231,36820,38094,low,389145,8.98881828840907
Post_1068,youtube,comedy,tweet,brazil,1193284,301260,95595,13072,high,409927,34.35284475447588
Post_1069,tiktok,comedy,tweet,japan,4969573,61124,69585,20780,high,151489,3.0483303092639953
Post_1070,youtube,fitness,post,canada,131873,454436,93369,18730,low,566535,429.60651535947466
Post_1071,twitter,viral,tweet,brazil,3380653,387333,43799,7391,high,438523,12.971547212920106
Post_1072,twitter,dance,video,brazil,4615991,4652,67987,39672,high,112311,2.4330853331386475
Post_1073,tiktok,tech,shorts,germany,864943,82684,91782,8394,high,182860,21.14127751770926
Post_1074,instagram,comedy,post,uk,1263647,322686,75202,21411,high,419299,33.18165595296787
Post_1075,youtube,fashion,post,usa,1984393,375236,99926,43802,medium,518964,26.152279311608133
Post_1076,tiktok,music,reel,usa,3986858,90525,32612,1252,medium,124389,3.1199756800969585
Post_1077,tiktok,fitness,video,brazil,1026460,195036,70291,35850,low,301177,29.341328449233288
Post_1078,tiktok,viral,shorts,germany,3391235,264956,65030,40163,high,370149,10.914873195163414
Post_1079,twitter,challenge,video,brazil,3216923,205624,63081,49107,low,317812,9.879378524136264
Post_1080,instagram,dance,tweet,usa,4841137,431351,625,19075,medium,451051,9.31704680119567
Post_1081,tiktok,gaming,shorts,brazil,2056554,5852,96016,26074,high,127942,6.221183591580868
Post_1082,instagram,music,live stream,brazil,1889541,357123,24263,35214,low,416600,22.047682479501635
Post_1083,instagram,fashion,video,brazil,353263,473924,71436,3303,high,548663,155.31289718991232
Post_1084,instagram,tech,video,canada,2385749,319160,12581,37720,low,369461,15.486163883962648
Post_1085,youtube,comedy,post,uk,2543088,334654,46205,44955,low,425814,16.743974254921575
Post_1086,instagram,music,reel,germany,4826724,359660,68209,1169,high,429038,8.888803254546977
Post_1087,tiktok,dance,tweet,canada,332982,248040,43908,44462,high,336410,101.02948507727146
Post_1088,tiktok,viral,reel,brazil,243690,434643,49661,16049,low,500353,205.32356682670607
Post_1089,instagram,education,video,india,2780722,130632,4458,42849,medium,177939,6.399021549079699
Post_1090,twitter,education,post,japan,4582230,284453,89108,46380,medium,419941,9.164555249300014
Post_1091,youtube,fashion,post,usa,4126761,108177,6409,1021,medium,115607,2.801397997121714
Post_1092,twitter,fashion,post,brazil,2116294,479845,2280,48864,low,530989,25.09051199880546
Post_1093,instagram,dance,post,canada,3724442,459724,55807,9912,medium,525443,14.107965703318778
Post_1094,instagram,gaming,tweet,brazil,4170208,315259,26019,37399,medium,378677,9.080530275708071
Post_1095,twitter,comedy,shorts,canada,1340034,92561,43545,32024,low,168130,12.546696576355526
Post_1096,youtube,education,post,india,2091486,222248,78214,42629,high,343091,16.40417387446055
Post_1097,twitter,fashion,reel,japan,4386555,119786,77421,45384,low,242591,5.5303307493009894
Post_1098,youtube,fashion,tweet,uk,97528,402649,98985,48533,medium,550167,564.1118448035436
Post_1099,youtube,viral,live stream,germany,3781524,76341,10644,1692,medium,88677,2.34500693371244
Post_1100,tiktok,tech,shorts,japan,2076113,484384,39567,41864,low,565815,27.253574347831744
Post_1101,tiktok,music,tweet,brazil,3648938,224759,88368,34806,high,347933,9.535185305971217
Post_1102,tiktok,dance,live stream,usa,1304352,334062,84453,42589,medium,461104,35.351193542847334
Post_1103,instagram,viral,tweet,australia,4113719,371010,23116,29531,low,423657,10.298637315771932
Post_1104,tiktok,tech,live stream,germany,2919564,36753,49519,6372,high,92644,3.173213534623663
Post_1105,youtube,gaming,tweet,usa,4732496,365067,78267,37692,low,481026,10.164319209144605
Post_1106,twitter,challenge,shorts,japan,2040652,407996,11598,40259,low,459853,22.534611486916926
Post_1107,youtube,gaming,live stream,canada,3380651,451739,2827,2335,high,456901,13.515177993824267
Post_1108,youtube,education,video,india,2592595,237876,33780,36343,high,307999,11.879950397188917
Post_1109,instagram,gaming,post,canada,4284095,435610,44348,35611,high,515569,12.034490364942888
Post_1110,youtube,tech,video,brazil,1562200,236997,84050,12958,medium,334005,21.38042504160799
Post_1111,twitter,fashion,live stream,usa,3305437,493487,69852,38719,high,602058,18.214172588979913
Post_1112,youtube,dance,shorts,india,2293007,93269,84008,11949,medium,189226,8.252307995570881
Post_1113,twitter,fashion,shorts,uk,1191376,239380,16309,8387,low,264076,22.165630329971396
Post_1114,youtube,viral,live stream,india,660930,336481,11129,35123,low,382733,57.908250495513904
Post_1115,tiktok,comedy,live stream,india,790471,245250,99730,49881,medium,394861,49.952623182887166
Post_1116,youtube,comedy,live stream,japan,4565789,300350,4163,15057,medium,319570,6.999228391850784
Post_1117,instagram,fitness,shorts,usa,1513083,352786,90781,29795,low,473362,31.28460236484053
Post_1118,twitter,fashion,shorts,japan,3829879,145994,75122,11620,low,232736,6.076849947478759
Post_1119,youtube,viral,live stream,australia,2754577,351227,85607,43219,high,480053,17.42746708478289
Post_1120,twitter,fitness,video,canada,3497840,366736,65404,28802,high,460942,13.177904077945247
Post_1121,instagram,viral,tweet,germany,4746014,29305,89872,16323,medium,135500,2.8550273977278615
Post_1122,twitter,fitness,video,canada,4161787,343575,2003,19921,medium,365499,8.78226108159788
Post_1123,youtube,dance,video,india,3873103,121317,4727,38875,medium,164919,4.258058719326597
Post_1124,youtube,viral,tweet,brazil,3620241,386951,38015,31259,high,456225,12.60206157545865
Post_1125,youtube,tech,video,india,3722406,295942,27878,47869,medium,371689,9.985181627151901
Post_1126,youtube,dance,video,india,2975095,449386,33351,13313,high,496050,16.67341715138508
Post_1127,youtube,tech,reel,brazil,178206,37884,42111,34950,low,114945,64.50119524595131
Post_1128,tiktok,tech,reel,australia,2221223,69758,80790,38108,medium,188656,8.493339029894791
Post_1129,twitter,fitness,video,usa,3283134,413608,67001,12600,high,493209,15.022505934878078
Post_1130,twitter,dance,live stream,germany,2215064,29791,99856,25420,high,155067,7.000565220688883
Post_1131,twitter,fashion,video,brazil,2189190,105704,95438,38438,low,239580,10.94377372452825
Post_1132,instagram,fitness,live stream,uk,2085067,227030,40851,2906,low,270787,12.98696876407329
Post_1133,instagram,viral,live stream,india,4121250,73511,93273,36056,medium,202840,4.921807703973309
Post_1134,twitter,fitness,live stream,usa,1706185,35065,44031,14777,medium,93873,5.501923882814584
Post_1135,twitter,education,video,canada,697238,308437,36985,18584,medium,364006,52.20685045852349
Post_1136,tiktok,education,live stream,uk,492746,467395,66735,1125,medium,535255,108.62695993473311
Post_1137,twitter,viral,post,usa,2611265,196133,74984,14125,medium,285242,10.923517911816687
Post_1138,instagram,challenge,reel,uk,4248915,261493,87021,28833,medium,377347,8.881020213395654
Post_1139,youtube,dance,post,canada,3239323,38620,936,18479,low,58035,1.7915780550442177
Post_1140,twitter,fashion,live stream,canada,3551156,74808,24814,5993,low,105615,2.974101954405833
Post_1141,tiktok,tech,post,brazil,4569045,140232,946,8215,medium,149393,3.269676704869398
Post_1142,youtube,tech,post,brazil,651443,338455,43231,38317,low,420003,64.47271672272171
Post_1143,tiktok,comedy,post,india,3484442,290461,51999,5863,high,348323,9.996521681233322
Post_1144,tiktok,gaming,live stream,australia,497423,158956,68044,30123,low,257123,51.69101549385533
Post_1145,youtube,viral,post,brazil,222706,422102,50384,8792,medium,481278,216.10464019828834
Post_1146,youtube,viral,live stream,japan,1128302,228488,52037,25873,medium,306398,27.155672860634827
Post_1147,youtube,education,live stream,usa,2677335,7372,39950,10623,medium,57945,2.164279031200802
Post_1148,youtube,education,shorts,india,1050909,258178,5642,13315,low,277135,26.370979789877147
Post_1149,twitter,education,live stream,canada,1015391,388747,2397,15351,high,406495,40.033346760016585
Post_1150,twitter,fashion,post,canada,1217360,423212,78276,46525,medium,548013,45.01651113885786
Post_1151,tiktok,challenge,tweet,brazil,3371506,450959,9604,38602,low,499165,14.805401503067175
Post_1152,youtube,music,reel,usa,2477176,11709,98546,46222,high,156477,6.316749395279141
Post_1153,instagram,dance,reel,canada,2912775,178086,11014,25511,medium,214611,7.367922342096454
Post_1154,youtube,music,video,brazil,962239,312622,27648,42018,low,382288,39.72900703463485
Post_1155,tiktok,challenge,post,brazil,3069640,139491,60853,30527,medium,230871,7.521109967292581
Post_1156,youtube,education,tweet,usa,1106136,186803,18713,7394,medium,212910,19.24808522640977
Post_1157,instagram,tech,reel,canada,4018134,476460,96568,48685,medium,621713,15.472679607001657
Post_1158,instagram,tech,video,brazil,1135196,106116,41569,21497,medium,169182,14.903329469096086
Post_1159,tiktok,education,live stream,canada,136335,97707,63913,30021,low,191641,140.56625224630505
Post_1160,instagram,music,live stream,germany,312301,376135,50291,40981,high,467407,149.66554702034256
Post_1161,instagram,dance,shorts,brazil,2930383,479741,220,33112,low,513073,17.508735206285323
Post_1162,twitter,fashion,reel,india,963339,243870,4291,30134,low,278295,28.88858439241015
Post_1163,tiktok,dance,tweet,germany,2542362,339645,75620,27672,high,442937,17.42226323395331
Post_1164,youtube,music,shorts,usa,929670,415475,77500,1737,medium,494712,53.21372099777341
Post_1165,instagram,fashion,reel,germany,2808211,93056,17427,27332,low,137815,4.9075728283950175
Post_1166,twitter,challenge,live stream,india,209672,221957,65127,34835,medium,321919,153.5345682780724
Post_1167,twitter,comedy,tweet,canada,3737771,3185,21475,43289,medium,67949,1.8179016317479053
Post_1168,youtube,challenge,video,usa,4446755,221164,44206,37039,low,302409,6.800667003241689
Post_1169,tiktok,gaming,post,uk,2013957,449783,37315,45597,medium,532695,26.450167506058968
Post_1170,tiktok,tech,reel,canada,1036784,398301,83508,44951,medium,526760,50.80711122085218
Post_1171,twitter,education,video,usa,3980555,275061,89641,47571,low,412273,10.357173811189647
Post_1172,tiktok,gaming,video,brazil,4198164,5801,27958,40130,high,73889,1.7600312898686188
Post_1173,instagram,education,tweet,usa,3123278,298146,8587,1236,low,307969,9.860441497682883
Post_1174,tiktok,gaming,video,japan,2064157,356084,56738,25612,low,438434,21.24034169881458
Post_1175,tiktok,education,post,usa,2074835,47157,47309,8648,medium,103114,4.9697445820993
Post_1176,tiktok,education,reel,usa,4860381,322942,75521,4830,high,403293,8.297559388862725
Post_1177,instagram,fashion,reel,brazil,3599873,278305,77717,19512,low,375534,10.431868013121575
Post_1178,tiktok,gaming,reel,brazil,3940481,94795,68944,47811,medium,211550,5.368633930730791
Post_1179,tiktok,fashion,reel,uk,3402318,493021,14422,17661,medium,525104,15.433713133222703
Post_1180,instagram,tech,post,germany,2836169,142049,19440,32540,high,194029,6.8412354834990445
Post_1181,instagram,fashion,tweet,australia,3207625,410976,85117,37271,low,533364,16.628003585207125
Post_1182,twitter,tech,post,australia,3036452,221744,11077,49900,high,282721,9.31089969477535
Post_1183,tiktok,music,reel,japan,4172163,236621,13929,2337,high,252887,6.061292427932466
Post_1184,twitter,fitness,video,india,1588694,85453,32995,47809,low,166257,10.46501088315308
